entity_id,state,last_changed
sensor.lemmens_deseyn_load_warmtepomp,274.0295490630555,2025-12-01T12:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,3396.967336838889,2025-12-01T13:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,388.2750402977778,2025-12-01T14:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,1479.045120468889,2025-12-01T15:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,265.0833354369444,2025-12-01T16:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,265.1000027472222,2025-12-01T17:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,1531.623429827778,2025-12-01T18:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,265.08335026944445,2025-12-01T19:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,1607.5773111916667,2025-12-01T20:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,265.13333703611113,2025-12-01T21:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,1513.974354555833,2025-12-01T22:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,782.3151669497223,2025-12-01T23:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,985.9171269975001,2025-12-02T00:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,1585.4397237866667,2025-12-02T01:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,1476.601514892778,2025-12-02T02:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,706.9673683294445,2025-12-02T03:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,2096.8185951747223,2025-12-02T04:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,1915.9319674119445,2025-12-02T05:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,273.7072884291667,2025-12-02T06:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,1642.3140664552777,2025-12-02T07:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,265,2025-12-02T08:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,265,2025-12-02T09:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,220.63933843972222,2025-12-02T17:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.02500117027778,2025-12-02T18:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.04166743444445,2025-12-02T19:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.00833379694444,2025-12-02T20:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.01666698333334,2025-12-02T21:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78,2025-12-02T22:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78,2025-12-02T23:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.01666718555556,2025-12-03T01:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.16666863916667,2025-12-03T02:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.0916664,2025-12-03T03:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.12019939722222,2025-12-03T04:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.28814518861111,2025-12-03T05:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.13333495083333,2025-12-03T06:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.02500052694444,2025-12-03T07:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.10000130833333,2025-12-03T08:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.10834020805555,2025-12-03T09:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.36667721472223,2025-12-03T10:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78,2025-12-03T11:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78,2025-12-03T12:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.35000604666666,2025-12-03T14:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.15308561694444,2025-12-03T15:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.1052539425,2025-12-03T16:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.19167293416666,2025-12-03T17:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.63935339222222,2025-12-03T18:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.41067200472223,2025-12-03T19:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.46667687416667,2025-12-03T20:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.3500076713889,2025-12-03T21:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.20289840027777,2025-12-03T22:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.30544917638889,2025-12-03T23:00:00.000Z
sensor.lemmens_deseyn_load_warmtepomp,78.86119486416666,2025-12-04T00:00:00.000Z
